Date,Close,High,Low,Open,Volume,Daily Return
2023-01-06,128.2711182,128.9341441,123.5903446,124.6986922,87754700,
2023-01-09,128.7956085,132.0216935,128.5383196,129.1122857,70790800,0.004088919683246317
2023-01-10,129.3695526,129.894036,126.786713,128.9044425,63896200,0.0044562396706251395
2023-01-11,132.1008301,132.1206111,129.1023632,129.8841354,69458900,0.021112212611918757
2023-01-12,132.0216675,132.8628129,130.0721672,132.4867776,71379600,-0.0005992589141193827
2023-01-13,133.357605,133.5159436,130.2898744,130.6560191,57809700,0.01011907761277131
2023-01-17,134.5253448,135.861287,132.734183,133.4268954,63646600,0.008756454496914534
2023-01-18,133.8029327,137.1675443,133.6247981,135.3961787,69672800,-0.0053700817572629456
2023-01-19,133.8623199,134.8321174,132.3779297,132.6847012,58280400,0.0004438407948286205
2023-01-20,136.435257,136.583705,132.8232466,133.8722133,80223600,0.019220771774477674
2023-01-23,139.6415405,141.8285488,136.4649387,136.6826505,81760300,0.023500402832091982
2023-01-24,141.0467682,141.670217,138.8399788,138.8498693,66435100,0.010063106543858336
2023-01-25,140.3837433,140.9478038,137.3654799,139.4238363,65799300,-0.0047007450681880725
2023-01-26,142.4618835,142.748859,140.4233083,141.6800962,54105100,0.014803282425366104
2023-01-27,144.4113922,145.697867,141.5910594,141.6702287,70555800,0.013684423174146865
2023-01-30,141.5118561,144.0353223,141.3634231,143.4514658,64015300,-0.02007830584435022
2023-01-31,142.7884216,142.8379043,140.7993444,141.2149718,65874500,0.00902090846082837
2023-02-01,143.9165802,145.0843084,139.8493653,142.4717821,77663600,0.007900910923718696
2023-02-02,149.2504883,149.6067274,146.6280566,147.3504556,118339000,0.03706249893228075
2023-02-03,152.8922119,155.7422463,146.2916244,146.4895401,154357300,0.02440007829441715
2023-02-06,150.1510468,151.5068004,149.2109358,150.9823169,69858300,-0.017928742516936658
2023-02-07,153.0406189,153.6145849,149.0723547,149.0723547,83322600,0.019244435264236914
2023-02-08,150.339035,152.9713572,149.5968399,152.2786448,64120100,-0.017652724612707393
2023-02-09,149.2999725,152.7239728,148.8546585,152.1796934,56007100,-0.006911461816952569
2023-02-10,149.6667023,149.9937686,147.8926317,148.1305022,57450700,0.002456328650696893
2023-02-13,152.4814301,152.8877714,149.5774861,149.607218,62199000,0.01880664006585797
2023-02-14,151.837204,152.4021408,149.5180231,150.7668093,61707600,-0.004224947913837762
2023-02-15,153.9482574,154.1167434,151.5200545,151.7480043,65573800,0.013903400117931453
2023-02-16,152.3426666,154.9393554,151.9858684,152.1444336,68167900,-0.010429418475509045
2023-02-17,151.1929932,151.6389872,149.5081186,150.9947753,59144100,-0.007546627781031656
2023-02-21,147.1591949,149.954117,147.0898255,148.8638959,58867200,-0.026679796560836966
2023-02-22,147.5853729,148.6161149,145.8509401,147.5457203,51011300,0.0028960337836152483
2023-02-23,148.0709991,149.0026398,145.930225,148.7548636,48394200,0.0032904764913865847
2023-02-24,145.404953,145.8806789,144.4237541,145.8013888,55469600,-0.01800518748576463
2023-02-27,146.6041718,147.8430523,146.1383514,146.3960483,44998500,0.00824744119961296
