Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2023-01-03,88.79810333251953,90.72113252068196,88.20026443734325,89.26639931771285,28131200
2023-01-04,87.76185607910156,90.32257291211343,86.95477663707446,90.02365347405346,34854800
2023-01-05,85.8886489868164,87.25370338563282,85.58973712554938,87.15406609854381,27194400
2023-01-06,87.02452850341797,87.3732704018482,84.55349040027176,86.47651963786872,41381500
2023-01-09,87.70206451416016,89.72473844973383,87.54264639420649,88.04084037204656,29003900
2023-01-10,88.10062408447266,88.34972108150079,85.51998284414289,85.66944256272718,30467800
2023-01-11,91.1894302368164,91.26914310459799,88.68850172532865,88.8578858679864,26862000
2023-01-12,90.80083465576172,91.5381672405778,89.42582196828673,91.14957653320798,30258100
2023-01-13,91.78726959228516,91.85701645147581,89.80445190616697,90.52185251603511,26329200
2023-01-17,90.96026611328125,91.91679773028649,89.7247470582125,91.72748156795588,32602400
2023-01-18,90.79087829589844,92.46481045839508,90.31260870582629,91.80719072227554,29116700
2023-01-19,92.71391296386719,93.27188785053708,90.30264805682003,90.39232693608494,37000400
2023-01-20,97.66594696044922,97.94494198183678,94.67678300497307,94.75649586822666,63191100
2023-01-23,99.4295654296875,99.67866244471271,97.14783585983596,97.59620744614631,40005100
2023-01-24,97.34710693359375,99.25021170889295,96.84891292144263,97.74566366368212,33078500
2023-01-25,94.8760757446289,95.8126829877257,93.42135003627217,95.22481005796136,42330000
2023-01-26,97.16775512695312,97.21757756805295,95.03548539948105,96.1514427043169,30114000
2023-01-27,99.01107788085938,99.95764343614937,96.95851344022996,96.95851344022996,33879800
2023-01-30,96.58985900878906,97.93498134212356,96.05180855508776,97.12790946249035,27226200
2023-01-31,98.48298645019531,98.52284288248825,96.47028603134386,96.52010847216931,29870700
2023-02-01,100.06725311279297,100.82451016647553,97.22754866378031,98.35346443427653,35531100
2023-02-02,107.35084533691406,107.46044862949765,105.22854154766723,105.4178577079184,69883800
2023-02-03,104.40153503417969,107.42058950445697,102.20948444110049,102.55821872611254,65309300
2023-02-06,102.52832794189453,103.98305352700574,101.51200791275724,102.03013393595903,31999600
2023-02-07,107.25120544433594,107.7892558852478,102.74753495639422,102.84717223763629,49010200
2023-02-08,99.01107788085938,102.76745728027592,97.68588002198369,101.68139801371872,94743500
2023-02-09,94.66682434082031,99.66868866789683,93.29180405986752,99.63879824471734,119455000
2023-02-10,94.22840881347656,96.40053486436466,93.90956497122862,95.10522747919919,54980700
