Date,Close,High,Low,Open,Volume,Daily Return
2023-01-04,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000,
2023-01-05,110.33999633789062,111.75,107.16000366210938,110.51000213623048,157986300,-0.029039097760312105
2023-01-06,113.05999755859376,114.38999938964844,101.80999755859376,103.0,220911100,0.024651090365942707
2023-01-09,119.7699966430664,123.5199966430664,117.11000061035156,118.95999908447266,190284000,0.05934901140427806
2023-01-10,118.8499984741211,122.76000213623048,114.91999816894533,121.06999969482422,167642500,-0.007681374256751861
2023-01-11,123.22000122070312,125.9499969482422,120.51000213623048,122.08999633789062,183810800,0.036769060182475055
2023-01-12,123.55999755859376,124.12999725341795,117.0,122.55999755859376,169400900,0.0027592625752508315
2023-01-13,122.4000015258789,122.62999725341795,115.5999984741211,116.5500030517578,180714100,-0.009388119582672938
2023-01-17,131.49000549316406,131.6999969482422,125.0199966430664,125.6999969482422,186477000,0.07426473736900463
2023-01-18,128.77999877929688,136.67999267578125,127.01000213623048,136.55999755859375,195680300,-0.020609982513142944
2023-01-19,127.16999816894533,129.99000549316406,124.30999755859376,127.26000213623048,170291900,-0.012501946153228083
2023-01-20,133.4199981689453,133.50999450683594,127.3499984741211,128.67999267578125,138858100,0.049146812062518475
2023-01-23,143.75,145.3800048828125,134.27000427246094,135.8699951171875,203119200,0.07742468874848996
2023-01-24,143.88999938964844,146.5,141.10000610351562,143.0,158699100,0.0009739087975544347
2023-01-25,144.42999267578125,146.41000366210938,138.07000732421875,141.91000366210938,192734300,0.003752820129427681
2023-01-26,160.27000427246094,161.4199981689453,154.75999450683594,159.97000122070312,234815100,0.10967259156647335
2023-01-27,177.89999389648438,180.67999267578125,161.1699981689453,162.42999267578125,306590600,0.11000180416824756
2023-01-30,166.66000366210938,179.77000427246094,166.5,178.0500030517578,230878800,-0.06318150994943417
2023-01-31,173.22000122070312,174.3000030517578,162.77999877929688,164.57000732421875,196813500,0.03936155894904236
2023-02-01,181.41000366210935,183.80999755859372,169.92999267578125,173.88999938964844,213806300,0.04728092820511631
2023-02-02,188.2700042724609,196.75,182.6100006103516,187.3300018310547,217448300,0.03781489703913388
2023-02-03,189.97999572753903,199.0,183.69000244140625,183.9499969482422,232662000,0.009082654784473565
2023-02-06,194.75999450683597,198.1699981689453,189.9199981689453,193.00999450683597,186188100,0.025160537355481294
2023-02-07,196.80999755859372,197.5,189.5500030517578,196.42999267578125,186010300,0.01052579127940878
2023-02-08,201.2899932861328,203.0,194.30999755859372,196.1000061035156,180673600,0.02276304955598274
2023-02-09,207.32000732421875,214.0,204.7700042724609,207.77999877929688,215431400,0.029956849516678652
