Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2023-01-03,124.26531219482422,125.88911425599625,121.81467439246649,122.35262038815891,35528500
2023-01-04,126.88531494140625,128.55892225260345,125.37109482156202,126.89527141561695,32397100
2023-01-05,126.45694732666016,128.03093664825272,124.06607872176893,125.65002451728778,25447100
2023-01-06,129.5252227783203,129.83404066417,125.56036502931565,128.47921543538982,27584500
2023-01-09,128.97731018066406,132.4440629739468,128.788030783203,130.6608814097997,26649100
2023-01-10,132.48391723632812,132.93220173880965,126.66613717539411,126.78567565586323,28684400
2023-01-11,132.38430786132812,133.3406614239833,129.84400843622686,130.46165946239498,25423000
2023-01-12,136.1897735595703,137.15606835893732,131.25859801655636,132.93221288709242,30757700
2023-01-13,136.458740234375,136.86718369304037,134.32688427056985,134.4563944405672,22423800
2023-01-17,134.84487915039062,136.2295888051712,133.7391027209816,135.66175068163002,21147600
2023-01-18,132.51380920410156,136.72770808223686,132.29464517727436,135.29318543417637,20215500
2023-01-19,135.63189697265625,136.9269530716981,131.63716185554998,131.98583606708118,28625200
2023-01-20,138.83963012695312,139.40746831908078,134.09774952216625,135.37287733523033,28688600
2023-01-23,142.72479248046875,143.21291806456261,138.13233515635227,138.75992736457613,27470100
2023-01-24,142.5952911376953,144.44821365886554,140.82206600676847,141.15081204125124,21970200
2023-01-25,140.96153259277344,142.6251757116544,139.7760586144712,140.6825993273756,26622000
2023-01-26,146.73948669433594,146.94867907512315,142.7547077763674,143.8505128583736,25482100
2023-01-27,151.16256713867188,152.60704620223302,146.82911474726586,147.6758861986927,35771900
2023-01-30,146.5003662109375,150.54491359992076,146.3907842038148,148.8414294536851,28040100
2023-01-31,148.40310668945312,149.3096473986509,146.95862759939413,147.38698396924548,29842100
2023-02-01,152.5373077392578,152.9955639299113,146.50037107538898,147.46668102463244,55661000
2023-02-02,188.05165100097656,196.40972273595057,179.4744152471485,182.68216294049705,150475700
2023-02-03,185.82015991210938,196.02119712163633,182.19401251978158,182.77180715711185,76809700
2023-02-06,185.3519744873047,189.9743170637652,184.81403606363529,185.82018718972253,42483800
2023-02-07,190.89080810546875,193.04259213154947,183.6982817373326,184.87379929260254,47080700
2023-02-08,182.7319793701172,190.10382898192086,182.22392556527004,189.2769855892074,36139100
2023-02-09,177.24293518066406,185.9397094769093,176.59541479370333,185.4216992476298,37118800
2023-02-10,173.48727416992188,178.20924179197237,172.6903306934044,175.67891433251225,33433600
2023-02-13,178.7471923828125,180.31122522391973,175.15094441717363,177.54180541167653,31463200
2023-02-14,178.79701232910156,180.81928626162937,175.21072069342338,176.4858486350944,24034600
2023-02-15,176.48582458496094,177.51190372318683,174.66278679161306,175.74863516884673,25308900
2023-02-16,171.7838134765625,175.18084099194562,171.13627781252484,172.09263139601106,25827500
2023-02-17,172.2221221923828,172.52096840292006,169.05421555418278,169.57224098698535,24171300
2023-02-21,171.4251708984375,177.4919924458868,171.22593501590163,173.64668063012311,34592600
2023-02-22,170.4687957763672,172.10255412725942,169.04424495609328,170.41899821258707,22433200
2023-02-23,171.3853302001953,173.0290605823487,168.73546383991518,171.3454891003514,20017800
2023-02-24,169.74160766601562,170.0703537282059,167.02200049790864,167.9982670094068,19791300
2023-02-27,168.89483642578125,172.46121514233295,168.4166672438882,171.22594348904886,19277000
2023-02-28,174.27427673339844,176.87434511281378,171.21595217339015,171.2458367937851,46051100
2023-03-01,172.76007080078125,177.17322091325448,172.39148365214695,173.92561669305408,30998400
2023-03-02,173.8658447265625,174.3440138849732,170.77763534356225,171.72403238722984,17352000
2023-03-03,184.5450439453125,185.90982564089268,176.37625151797224,178.23913049815516,45877700
2023-03-06,184.19638061523438,188.9382767724195,183.9373754842454,187.28459004196043,33209400
2023-03-07,183.80784606933594,189.6355901124362,183.30974880755718,188.2807649523691,36701500
2023-03-08,184.26612854003906,184.5550183047882,180.6499370391308,182.17411366167204,19432400
2023-03-09,180.99859619140625,188.2110352428283,179.61388632926392,185.64086659569344,26582800
2023-03-10,178.82688903808594,184.066882417178,178.11959937711717,180.32118095366457,25665000
2023-03-13,180.21160888671875,183.0806543872412,174.15475869785354,177.28280933911373,24728000
2023-03-14,193.28167724609375,193.58053866113252,185.8500589687405,186.86618169958317,41642600
2023-03-15,196.9974822998047,197.02736692176956,190.11377396039646,192.2157451760238,42123600
2023-03-16,204.15016174316406,204.97700512438163,195.34380471057227,197.50554527079098,50447100
2023-03-17,194.86563110351562,201.1316886032071,194.68630816673203,199.79679145457104,50141100
2023-03-20,197.05726623535156,198.60137102179124,192.90313626456796,197.724714843534,25186300
2023-03-21,201.3907012939453,202.77541116141907,197.1967153956514,202.42673697578743,31827000
2023-03-22,199.0496368408203,206.5808654427039,198.91017020747887,201.72940269640927,28477800
2023-03-23,203.5026397705078,207.08894655351733,201.38074032383352,202.068117057304,27389700
2023-03-24,205.22604370117188,206.7900765166797,202.7754135020258,204.39920036058615,27716400
2023-03-27,202.068115234375,205.07662727516302,200.5937514372047,204.030619872828,18527200
2023-03-28,199.91632080078125,200.26499498369148,197.14690108744892,199.3883388900129,19127300
2023-03-29,204.5685577392578,204.93714485999772,201.76923827397835,202.78536097523616,18851100
2023-03-30,207.04908752441406,207.29813618104006,202.04820144388512,202.60606800261155,22608300
2023-03-31,211.13348388671875,211.36260438627056,205.98315967928576,206.4513723527545,25440300
2023-04-03,212.25918579101562,212.67758568921622,207.4077078651448,208.04527178631562,17924600
2023-04-04,213.90289306640625,215.41711302497686,211.7311810625813,212.57795250274728,21026400
2023-04-05,210.67523193359375,214.37112062618738,209.14109892202418,213.33506971905277,19396600
2023-04-06,215.27767944335938,216.1144793381053,207.85601681283575,208.45373970949694,26104400
2023-04-10,213.9327850341797,214.83932574582747,209.8583528695951,213.89294393948788,16106100
2023-04-11,213.03622436523438,215.19796485434995,212.59789630279187,214.66001125018013,16710100
2023-04-12,213.18563842773438,216.0148273643028,211.77104395945017,214.02243822011837,18972200
2023-04-13,219.51148986816406,220.3084334009381,214.86921930621008,214.9090604025594,23310400
2023-04-14,220.6471405029297,221.26477627131845,216.7221314699705,217.0508775017421,21591200
2023-04-17,218.02716064453125,220.13908842800765,216.30374816463257,218.9536143681689,15481900
2023-04-18,217.0608367919922,219.60113601539464,215.38723719113406,219.07315410316752,12281000
2023-04-19,214.87918090820312,216.5029830363931,212.11971749791178,212.6576711161684,15898100
2023-04-20,212.25918579101562,215.92517453756713,211.96032437780866,212.6676140149848,16475400
2023-04-21,212.07986450195312,212.59788994213412,208.78246285912851,209.41007031164156,17717200
2023-04-24,211.98023986816406,213.1059446177699,209.90816850004038,212.8668524441911,15750900
2023-04-25,206.76019287109375,210.4560663354308,206.34179296196447,210.01775347876438,19198200
2023-04-26,208.6031494140625,213.29523280905906,208.08513915105223,211.69135884694268,41992700
2023-04-27,237.65219116210938,240.77028525315995,235.86900944275828,238.977131858934,71196500
2023-04-28,239.40548706054688,239.51505387087417,234.85287056595425,238.10045940141413,39554000
2023-05-01,242.2545928955078,243.07147975496588,235.5601792410199,237.7119480010553,29143900
2023-05-02,238.32960510253906,243.98798321791216,238.0805564488542,242.25459911600498,24350100
2023-05-03,236.1280059814453,240.83004573259245,231.86429428856627,238.55872324949704,34463900
2023-05-04,232.63137817382812,237.29356182444226,232.04361177967377,235.16170588834774,17889400
2023-05-05,231.89418029785156,233.7869439781792,228.9753373844052,231.3562418963103,26978900
2023-05-08,232.38232421875,234.7233724649381,229.3937403464662,230.53935808388553,16400500
2023-05-09,232.48191833496094,234.9823763953854,230.2006394933215,230.579198288288,16865600
2023-05-10,232.1930389404297,235.84907129438037,229.84201907894885,235.2712766029198,19119000
2023-05-11,234.8927001953125,237.303504320743,231.41599103398343,232.16313692720504,20449000
2023-05-12,232.92025756835938,236.05827968653296,230.56923769853188,235.83911565793457,16155300
