Date,Close,High,Low,Open,Volume,Daily Return
2023-01-04,87.76185607910156,90.32257291211344,86.95477663707446,90.02365347405346,34854800,
2023-01-05,85.8886489868164,87.25370338563282,85.58973712554938,87.15406609854381,27194400,-0.021344205512207948
2023-01-06,87.02452850341797,87.3732704018482,84.55349040027176,86.47651963786872,41381500,0.013225024843223743
2023-01-09,87.70206451416016,89.72473844973383,87.54264639420649,88.04084037204656,29003900,0.007785575198095751
2023-01-10,88.10062408447266,88.34972108150079,85.51998284414289,85.66944256272718,30467800,0.004544471929143201
2023-01-11,91.1894302368164,91.269143104598,88.68850172532865,88.8578858679864,26862000,0.03505998038540725
2023-01-12,90.80083465576172,91.5381672405778,89.42582196828673,91.14957653320798,30258100,-0.004261410341588001
2023-01-13,91.78726959228516,91.8570164514758,89.80445190616697,90.52185251603512,26329200,0.010863721024846784
2023-01-17,90.96026611328124,91.91679773028648,89.7247470582125,91.72748156795588,32602400,-0.009010001960810365
2023-01-18,90.79087829589844,92.46481045839508,90.31260870582628,91.80719072227554,29116700,-0.0018622176981303307
2023-01-19,92.7139129638672,93.27188785053708,90.30264805682005,90.39232693608494,37000400,0.021180923723431277
2023-01-20,97.66594696044922,97.94494198183678,94.67678300497307,94.75649586822666,63191100,0.05341198357696264
2023-01-23,99.4295654296875,99.67866244471271,97.14783585983596,97.59620744614632,40005100,0.018057660055786684
2023-01-24,97.34710693359376,99.25021170889296,96.84891292144265,97.74566366368212,33078500,-0.02094405710307934
2023-01-25,94.8760757446289,95.8126829877257,93.42135003627216,95.22481005796136,42330000,-0.025383714696837312
2023-01-26,97.16775512695312,97.21757756805296,95.03548539948105,96.1514427043169,30114000,0.024154449520999988
2023-01-27,99.01107788085938,99.95764343614935,96.95851344022996,96.95851344022996,33879800,0.01897051909347791
2023-01-30,96.58985900878906,97.93498134212356,96.05180855508776,97.12790946249036,27226200,-0.024454019932838023
2023-01-31,98.48298645019533,98.52284288248823,96.47028603134386,96.52010847216933,29870700,0.019599650116830514
2023-02-01,100.06725311279295,100.82451016647552,97.22754866378033,98.35346443427652,35531100,0.016086704106996308
2023-02-02,107.35084533691406,107.46044862949763,105.22854154766723,105.4178577079184,69883800,0.07278697073768226
2023-02-03,104.40153503417967,107.42058950445696,102.20948444110049,102.55821872611254,65309300,-0.027473563840863635
