Date,Close,High,Low,Open,Volume,Daily Return,SMA_30,EMA_30,RSI,MACD,MACD_signal,SMA_20,Upper_Band,Lower_Band,Signal,Portfolio_Value
2023-03-03,149.6865082,149.7657984,146.0194246,146.7231003,70732300,0.0350901813847728,146.94264679,145.2693494555159,50.039000184597064,1.3819967517990506,2.3866157862722788,149.32157364,155.33182205317047,143.31132522682952,-1,10467.930468999999
2023-03-06,152.4616089,154.9096382,152.0949051,152.4219562,87558000,0.0185394177028441,147.47685852,145.73336619386973,49.960908681574104,1.6890964508064599,2.2471119191791153,149.30004349,155.25930432982648,143.34078265017354,-1,10467.930468999999
2023-03-07,150.2514496,152.6598263,149.7856293,152.33276,56182000,-0.0144964972883739,147.83052215666666,146.02485544587813,47.05451208415497,1.7341436617005002,2.1445182676833925,149.30506363,155.26751127757026,143.34261598242975,-1,10467.930468999999
2023-03-08,151.5101318,152.1048006,150.4793899,151.450668,47204800,0.0083771717567509,148.17930094333332,146.3787442429183,45.32316783834783,1.850082436484172,2.0856311014435485,149.22853927499997,155.0261258360938,143.43095271390615,-1,10467.930468999999
2023-03-09,149.2503967,153.1652558,148.8935986,152.1939778,53833600,-0.0149147457873176,148.47485605666665,146.56401214337518,44.213596797037575,1.7395703297023033,2.0164189470953,149.17410736,154.94818860398948,143.4000261160105,-1,10467.930468999999
2023-03-10,147.1790161,149.5973135,146.2969337,148.8738114,68572400,-0.0138785600963162,148.63209381,146.60368981799616,42.73931063872486,1.4679242684948406,1.9067200113752079,149.06805953999998,154.9099174241366,143.22620165586335,-1,10467.930468999999
2023-03-13,149.131485,151.777732,146.3861215,146.4951436,84457100,0.0132659461364614,148.78943023666668,146.76677337812544,53.85807954121806,1.3941201810132782,1.8042000453028222,149.04129867499998,154.87650973535273,143.20608761464723,-1,10467.930468999999
2023-03-14,151.2326355,152.0354277,148.7647949,149.934291,73695900,0.0140892481557464,149.11345621666666,147.05489351502058,56.69579060391233,1.488022201578815,1.7409644765580208,148.978858945,154.68435946783396,143.27335842216607,-1,10467.930468999999
2023-03-15,151.6290894,151.8867711,148.5863912,149.8450982,77167900,0.0026214837735867,149.40814514333334,147.35000292695474,56.553541619541654,1.5762605948814041,1.7080237002226977,148.968453215,154.65272359734473,143.2841828326553,-1,10467.930468999999
2023-03-16,154.463623,155.0681973,150.291067,150.8064455,76161100,0.0186938641603424,149.75971323666667,147.8089461574738,66.58197876872924,1.853546795960284,1.737128319370215,148.99422149499998,154.77735627801675,143.2110867119832,1,10467.930468999999
2023-03-17,153.6212006,155.3457279,152.9076041,154.6915953,98944600,-0.0054538562778629,149.90540364666668,148.18393031505613,63.01473926433647,1.9824689922932066,1.7861964539548134,149.058148195,155.02255483457552,143.0937415554245,1,10411.488168199998
2023-03-20,155.9998322,156.4161093,152.7787427,153.6905721,73641400,0.0154837456725356,150.00899098999997,148.68818204956867,67.17086207009274,2.2506325615877074,1.8790836754813924,149.29849014500002,155.9705264433648,142.62645384663523,1,10570.856485399996
2023-03-21,157.8631134,157.9820411,155.1474818,155.9205572,73938300,0.0119441231039991,150.26605987666667,149.28011310443523,74.19472174877603,2.5837218063445277,2.0200113016540193,149.83368607000003,157.43560852122923,142.23176361877083,1,10695.696325799998
2023-03-22,156.4260254,160.6976834,156.4061991,157.8829502,75701800,-0.0091033805747809,150.37890676,149.7411397041491,70.05391129860007,2.7006055416230197,2.1561301496478196,150.275718695,158.34117443549658,142.2102629545034,1,10599.411429799997
2023-03-23,157.5162201,160.112924,156.2773396,157.4171187,67622100,0.0069693946209541,150.61814626333333,150.242757794204,65.36968513171894,2.848372084742948,2.2945785366668456,150.747979745,159.35762488164895,142.13833460835107,1,10672.454474699998
2023-03-24,158.8244934,158.9136892,156.4458487,157.4468588,59196500,0.0083056417883151,150.93563029333333,150.79641815586825,63.25354901929394,3.036047194198801,2.442872268173237,151.41895676500002,160.36059660453276,142.47731692546728,1,10760.108785799997
2023-03-27,156.8720245,159.3398803,156.465668,158.5172617,52390300,-0.0122932480891513,151.17580769999998,151.18839275871548,63.93995124784345,2.9927347643514395,2.5528447674088777,151.9323494,160.88907269481547,142.97562610518452,1,10629.293369499997
2023-03-28,156.2476044,157.0801436,154.5924618,156.564765,45992200,-0.0039804426696871,151.30134684333333,151.5147935097661,60.24872260913254,2.8748839949342084,2.617252612913944,152.439794165,161.15153821214633,143.72805011785366,1,10587.457222799998
2023-03-29,159.3398743,159.6173823,157.9325077,157.9523189,51305700,0.0197908307898511,151.55143585333332,152.01963743171666,71.0679928103349,2.9964653614029544,2.6930951626117468,153.20591889,161.48314065728323,144.92869712271676,1,10794.639306099996
2023-03-30,160.9156952,161.0247173,159.8353951,160.0930768,49501700,0.009889683338353,151.78368378000002,152.59357664257365,79.2899465791517,3.183280174888125,2.7911321650670224,154.021101385,161.93816408253053,146.10403868746948,1,10900.219306399997
2023-03-31,163.4331055,163.532222,160.4697131,160.9949972,68749800,0.0156442806705161,152.1533650766667,153.29290108498824,79.77715247105722,3.494187415369254,2.9317432151274687,154.70843125,163.3908771200348,146.0259853799652,1,11068.885796499999
2023-04-03,164.6918182,164.8107459,162.7591677,162.8087259,56976200,0.007701699702451,152.60332591,154.02831509240838,79.04193303451409,3.7983660395026675,3.1050677800025084,155.319941715,165.00138373681932,145.63849969318068,1,11153.219547399998
2023-04-04,164.156662,165.3558901,163.6412834,165.1180347,46278300,-0.0032494401109234,153.16990814666667,154.68175682838205,76.87088184002565,3.9507058796128547,3.2741953999245776,156.015202335,166.15059404902905,145.87981062097094,1,11117.364081999998
2023-04-05,162.3032684,163.5818017,160.3607121,163.2745617,51511700,-0.0112903952688804,153.66050466333334,155.17346725235743,67.55442357044481,3.8771891038631168,3.3947941407122855,156.554859165,166.82867677261441,146.2810415573856,1,10993.186710799999
2023-04-06,163.1952515,163.4925858,160.5589102,160.9850778,45390100,0.0054957802685875,154.16464641,155.69100171994728,71.39060322990136,3.8465613461804082,3.48514758180591,157.252101905,167.3295441327469,147.1746596772531,1,11052.949578499998
2023-04-10,160.5886688,160.5886688,158.656018,159.9840944,47716900,-0.015972172450128,154.67077027,156.00698024124102,60.14912485993974,3.570797259720422,3.5022775173888125,157.92258454,166.90279882108746,148.94237025891255,1,10878.308537599996
2023-04-11,159.3696289,160.9157497,159.0822001,160.9058441,47644200,-0.0075910704603834,155.09628550666667,156.22392531599965,53.42969593837527,3.2168045816139283,3.4451829302338357,158.434491735,166.41644120363745,150.45254226636254,-1,10796.632864299998
2023-04-12,158.675827,160.6183833,158.3586663,159.7858592,50133100,-0.0043534135380044,155.51552277000002,156.38211252141906,55.30125264519314,2.8474551286060716,3.325637369908283,158.80665131,166.03308177141156,151.58022084858845,-1,10796.632864299998
2023-04-13,164.087265,164.3251355,159.9840928,160.1922314,68445600,0.0341037327632771,156.18451894333333,156.87921913294042,62.8638340075201,2.9573108092568816,3.2519720577780027,159.42956009,166.18324665866345,152.67587352133654,-1,10796.632864299998
2023-04-14,163.7403717,164.8404982,162.3627371,163.1258767,49386500,-0.0021140781400678,156.82212982333334,157.32187413726683,60.0,2.982006127040165,3.1979788716304354,159.893397525,166.48331011933635,153.30348493066367,-1,10796.632864299998
2023-04-17,163.7601929,163.9187732,162.5708705,163.6214388,41516200,0.000121052613929,157.29125264666666,157.73724954131416,65.20785606273336,2.9689525130294783,3.1521735999102445,160.40034714,166.5003850513211,154.3003092286789,-1,10796.632864299998
2023-04-18,164.989151,165.9207916,164.1764381,164.6224472,49923000,0.0075046204955955,157.70883738333333,158.20511415155195,68.79798859089134,3.022927649482284,3.1263244098246528,160.84981308,166.9092015061814,154.79042465381858,-1,10796.632864299998
2023-04-19,166.138855,166.6641392,164.067435,164.3251319,47720200,0.0069683612106108,158.23841756333334,158.71696839983892,65.95352045591824,3.1224808230623182,3.125555692472186,161.26360015999998,167.58867287392988,154.93852744607008,-1,10796.632864299998
2023-04-20,165.1675568,166.3767054,164.0872565,164.6125407,52456400,-0.0058463036837469,158.69366506333333,159.1331353933977,60.268117088474625,3.087412019194147,3.1179269578165782,161.70067673,167.82309656981272,155.57825689018728,-1,10796.632864299998
2023-04-21,163.5520325,164.9693043,163.0267484,163.5817644,58337300,-0.009781123674041,159.17038625666666,159.41822552930753,50.300285716201756,2.8958785447197215,3.073517275197207,162.00246735,167.84505881960428,156.1598758803957,-1,10796.632864299998
2023-04-24,163.8592987,164.1269011,162.4321059,163.5322324,41949600,0.0018787060931206,159.72639567666664,159.70474637902964,47.79182629045689,2.737326504664594,3.0062791210906847,162.25420761499998,167.9523374586797,156.55607777132028,-1,10796.632864299998
2023-04-25,162.3131714,164.8305699,162.2735187,163.7205378,48714100,-0.0094357007033866,160.16578522333333,159.87303186425353,45.359213040964285,2.458572426505583,2.8967377821736644,162.52626496,167.6310929186143,157.42143700138567,-1,10796.632864299998
2023-04-26,162.3032684,163.8097515,161.3518166,161.6094983,45498800,-6.101168447736338e-05,160.53480632,160.02982131817268,50.0,2.211367454426494,2.7596637166242304,162.82904816,166.9985141368499,158.65958218315012,-1,10796.632864299998
2023-04-27,166.9118958,167.0605554,163.7205384,163.7205384,64902300,0.0283951607717591,161.04423319999998,160.47382612345186,58.549912076085754,2.3601273691288895,2.6797564471251625,163.20764923500002,167.41802879468318,158.99726967531686,-1,10796.632864299998
2023-04-28,168.1706085,168.3391096,166.3866325,166.9912068,55209200,0.0075411802973481,161.50113271666666,160.97039272839046,68.59492996937203,2.5501912513700518,2.653843407974141,163.5703949,168.1804726294922,158.9603171705078,-1,10796.632864299998
2023-05-01,168.0814209,168.9337714,167.1398746,167.7741809,52472900,-0.0005303399969559,161.98314005999998,161.42916873946206,72.61949662712196,2.662925011514915,2.655659728682296,163.80281067,168.83326622292412,158.7723551170759,1,10796.632864299998
2023-05-02,167.0407562,168.8346682,166.0496517,168.5769713,48425700,-0.0061914320715978,162.35117086,161.79120664014192,71.3346139481046,2.637886471326226,2.6521050772110817,163.92025757000002,169.1440719852313,158.69644315476873,-1,10730.030323499997
2023-05-03,165.9604645,169.3995987,165.6730508,167.992232,65136000,-0.00646723425214,162.62108256333332,162.06019101819732,56.13239700698351,2.502030881476685,2.622090238064202,164.01044769499998,169.31313813531207,158.7077572546879,-1,10730.030323499997
2023-05-04,164.3152161,165.5540967,162.8483856,163.423228,81235400,-0.0099134959941017,162.88405558666668,162.20567650734588,51.734454124962795,2.2358332577315707,2.5448388419976764,164.11104508,169.35336324963438,158.8687269103656,-1,10730.030323499997
2023-05-05,172.026001,172.749503,169.2409849,169.459029,113316400,0.0469267854981083,163.36771495,162.8392458294526,67.03426429280805,2.616899632771947,2.5592510001525306,164.55258255500001,170.85125019202763,158.2539149179724,1,10730.030323499997
2023-05-08,171.9566193,172.3035119,170.5789847,170.9456885,55962800,-0.0004033210072703,163.80545247999999,163.42746347271373,65.07932327160701,2.880098968968582,2.6234205939157413,165.12098008,171.9434414269267,158.2985187330733,1,10725.728658099997
2023-05-09,170.2420197,171.9962637,170.0735337,171.5106322,45326900,-0.0099711171746675,164.25111898666668,163.86711226157092,58.66830948515779,2.916710458365145,2.682078566805622,165.66459962,172.28720781589337,159.0419914241066,1,10619.423482899996
2023-05-10,172.0160828,172.4819031,170.3708458,171.480893,53724500,0.0104208297289132,164.77673493333333,164.3928522963083,63.99350004441692,3.053676511215855,2.756398155687669,166.33161241,172.67163127704447,159.9915935429555,1,10729.415395099997
2023-05-11,172.2043915,173.0369156,170.6384447,172.303508,49514700,0.0010947156622498,165.20555217333333,164.89682256751422,68.77424010336772,3.14120814109927,2.833360152769989,166.737468735,173.49785315533862,159.97708431466137,1,10741.090534499997
2023-05-12,171.2714691,172.7502476,169.7132756,172.3135561,45497800,-0.0054175296685161,165.55074463666668,165.30809008573914,65.6580881469425,3.099568649513941,2.8866018521187797,167.114023605,174.00913225184897,160.21891495815103,1,10683.249345699996
2023-05-15,170.7752228,171.906644,170.1797316,171.8570172,37266700,-0.0028974253715909,165.79548187999998,165.6608083253689,68.70567448552035,2.99203579713776,2.9076886411225757,167.4647751,174.3552361245128,160.5743140754872,1,10652.482075099997
2023-05-16,170.7752228,171.8371634,170.5072502,170.6958229,42110300,0.0,165.99826203333333,165.99077054953867,68.73576830279448,2.873689137331496,2.90088874036436,167.75407869,174.69259165544398,160.81556572455602,-1,10652.482075099997
2023-05-17,171.390564,171.6287483,169.1376408,170.4179424,57951600,0.0036032229377951,166.2393921,166.33914432053618,62.029242652714586,2.7973058484539024,2.8801721619822684,168.01666414000002,175.09390900662544,160.9394192733746,-1,10652.482075099997
2023-05-18,173.7328033,173.9213761,171.2813882,171.698226,65496700,0.0136660924926999,166.62037659666666,166.8161545772758,64.11776195105122,2.892428562313853,2.8826234420485854,168.444926465,175.82632253416128,161.06353039583874,1,10652.482075099997
2023-05-19,173.84198,175.0627204,173.6236342,175.0627204,55772400,0.0006284173047705,166.97526754666666,167.26943363680638,64.60642173814477,2.942702008645,2.8946391553678685,168.95942384,176.33930277490734,161.57954490509266,1,10659.141853799998
2023-05-22,172.8892059,173.3953781,172.1448494,172.6708601,43570900,-0.0054806905673762,167.38528545,167.6319995892705,64.89566771677626,2.872550199261781,2.890221364146651,169.4109192,176.57886482933705,162.24297357066294,-1,10601.022633699997
2023-05-23,170.2690735,172.0753859,169.9911816,171.8272671,50747300,-0.015154979666663,167.74860027000003,167.8021333899627,60.175628150420806,2.5758389298103737,2.827344877279396,169.808714305,176.15397275269711,163.46345585730288,-1,10601.022633699997
2023-05-24,170.5469666,171.1226041,169.2369069,169.80261,45143500,0.0016320820586364,168.14430492333335,167.9792194035135,65.73367363393504,2.3361866562537443,2.7291132330742656,170.22089921499997,175.49369569396725,164.9481027360327,-1,10601.022633699997
2023-05-25,171.6883087,172.5914497,170.3980878,171.1126712,56058300,0.0066922450909192,168.39767304666665,168.21851548715782,48.72418934060328,2.212848926757772,2.625860371810967,170.45971986,175.53026221347903,165.38917750652098,-1,10601.022633699997
2023-05-26,174.1099548,174.447408,171.8074197,172.0158462,54835000,0.0141048981048061,168.74332581666667,168.59860834605087,56.90761212594199,2.2841788967907632,2.5575240768069265,170.756687175,175.9567841665583,165.5565901834417,-1,10601.022633699997
2023-05-30,175.9658813,177.6431671,175.2413786,175.6284434,55964400,0.0106595082523104,169.15018209666667,169.07391627856373,68.19639252564147,2.4620847890184336,2.5384362192492285,171.150910195,176.68197480038518,165.6198455896148,-1,10601.022633699997
2023-05-31,175.9162598,178.0004641,175.4299414,175.9956596,99625300,-0.0002819950074037,169.51441905666667,169.51535779607576,63.92565213225903,2.569453390746446,2.544639653548672,171.59468537499998,177.16134689392936,166.0280238560706,1,10601.022633699997
2023-06-01,178.7348785,178.7646516,175.5986529,176.3628631,68901800,0.0160225024293063,169.93428650666667,170.11016558342573,69.63007681599048,2.8491396457669964,2.605539651992337,172.233406075,178.00575946821752,166.4610526817825,1,10770.139755699996
2023-06-02,179.5883942,180.4121504,177.9111086,179.667794,61945900,0.0047753169787732,170.41498108666667,170.72166420384988,75.11987167553384,3.103884948181758,2.705208711230221,172.99706498,178.38721041172383,167.60691954827618,1,10821.350697699996
2023-06-05,178.2287292,183.5583172,176.7003087,181.2557822,121946500,-0.0075710070578715,170.90420430999998,171.20599097779507,71.39612023323782,3.1596365104932715,2.7960942710828314,173.30720139,179.15633223561426,167.45807054438572,1,10739.770797699995
2023-06-06,177.8615112,178.7646523,176.0948912,178.615787,64848400,-0.0020603748994244,171.37094472666666,171.63537937922766,69.92196910962097,3.1380155121846656,2.8644785193031983,173.60244598499997,179.75289062069226,167.4520013493077,1,10717.737717699996
2023-06-07,176.4819794,179.8464703,175.9857417,177.0973093,61944600,-0.0077562131947072,171.84323832666666,171.94806325153556,63.72400879149025,2.9752670022598977,2.8866362158945384,173.91444396999998,179.97962061597528,167.84926732402468,1,10634.965809699996
2023-06-08,179.2112885,179.4792459,176.1246894,176.5613658,50214900,0.015465086629689,172.40683899666666,172.41665842885584,64.46550993815558,3.0315739725210165,2.9156237672198344,174.274204255,180.707660956824,167.84074755317602,1,10798.724355699995
2023-06-09,179.5983276,180.8587603,179.270809,180.1342576,48870700,0.0021596803596444,172.82972005666667,172.87999192376836,64.97938413696359,3.0720161825828995,2.9469022502924473,174.64390106000002,181.4173497561514,167.87045236384864,1,10821.946701699995
2023-06-12,182.4070435,182.5062971,179.6082708,179.9060164,54274900,0.0156388755816008,173.30426789,173.49464041255752,72.58604306798583,3.2927500522030755,3.016071810674573,175.20067978,182.60794743086865,167.79341212913135,1,10990.469655699995
2023-06-13,181.9306641,182.7643398,181.0672153,181.4245071,54929100,-0.0026116283168636,173.76590933,174.03890000529577,80.80769994455373,3.390163701025699,3.0908901887447984,175.758451845,183.43763755677753,168.07926613322246,1,10961.886891699996
2023-06-14,182.5658417,183.0025333,180.6503715,181.9902041,57462900,0.0034913168879044,174.28341218000003,174.58902527592184,81.1632908849759,3.478520029863631,3.1684161569685654,176.34798279,184.22418335548264,168.47178222451737,1,10999.997547699995
2023-06-15,184.6103363,185.1165084,182.3971205,182.5757739,65433200,0.011198669920738,174.90507457333334,175.2355614710237,82.00603818553448,3.671197406248183,3.268972406824489,177.008971405,185.33921318304405,168.67872962695597,1,11122.667223699995
2023-06-16,183.5285492,185.5829805,182.8834462,185.3249272,101235600,-0.0058598403625789,175.54551901,175.77059293740925,74.9869857271714,3.6940220503529133,3.353982335530174,177.4987587,186.16314671761677,168.83437068238322,1,11057.759997699995
2023-06-20,183.6178589,184.6996685,183.0223828,183.0223828,49799100,0.0004866256524627,175.93191427333335,176.27686816080222,72.39990025516518,3.6769319094053117,3.418572250305202,177.987552645,186.88324243574627,169.09186285425372,1,11063.118579699994
2023-06-21,182.5757751,184.0148614,181.2160736,183.5086893,49515700,-0.0056752856516398,176.28588613333335,176.68324925365368,68.42409182328257,3.538510647871931,3.442559929818548,178.47188110500002,187.252845261073,169.69091694892705,1,11000.593551699994
2023-06-22,185.5928802,185.642507,182.2879357,182.3574162,51245300,0.0165252213682098,176.79758148333335,177.25806415341796,68.7671094191004,3.6304167825922775,3.4801313003732943,179.23807144,187.672736099244,170.803406780756,1,11181.619857699996
2023-06-23,185.2752991,186.1486823,183.617867,184.1538122,53079300,-0.0017111707068597,177.23955536,177.7753051177136,66.03264027245672,3.6357166376285193,3.5112483678243396,179.974488065,187.76109699056187,172.18787913943814,1,11162.564991699996
2023-06-26,183.8759155,186.6349958,183.836208,185.4241747,48088700,-0.0075529960377758,177.62860616,178.16889288431273,65.88508995319683,3.486804537299321,3.5063596017193364,180.583868405,187.49887196696326,173.66886484303674,-1,11078.601975699996
2023-06-27,186.6448975,186.9724161,184.2728822,184.4912279,50730800,0.0150589705697483,178.1410537733333,178.71573189177644,71.76596764101275,3.551287301573609,3.515345141690191,181.21061554,187.9243144913609,174.4969165886391,1,11078.601975699996
2023-06-28,187.825943,188.4710459,186.1883649,186.5158684,51216800,0.0063277674119111,178.70941111333332,179.3034874471457,78.39057991128975,3.6555519311152977,3.5433864995752127,181.80361862499998,188.6603877985755,174.94684945142447,1,11148.283660199995
2023-06-29,188.1633911,188.6397902,187.5182882,187.6572342,46347300,0.0017966000575331,179.28901672333333,179.87509413442663,75.45158503842879,3.7225009687207375,3.5792093934043177,182.41597518999998,189.24638239630977,175.5855679836902,1,11168.193098099995
2023-06-30,192.510437,193.016594,189.8208223,190.1880484,85069600,0.0231025061495078,179.99301249,180.69027754510878,79.963302134727,4.079305147258083,3.679228544175071,183.104753115,191.0581447538195,175.15136147618048,1,11424.668806199994
2023-07-03,191.0117798,192.4210927,190.317035,192.3218391,31458200,-0.0077848101295411,180.56897837333335,181.3561809163921,71.26045636976791,4.192813770929689,3.7819455895259946,183.675922395,192.187211334582,175.16463345541797,1,11336.248031399995
2023-07-05,189.8903198,191.5278982,189.1856556,190.1285194,46920300,-0.0058711562248896,181.10392303333336,181.90677052178617,69.05905306994445,4.144502478695983,3.8544569673599924,184.25900192499998,192.79680484525758,175.72119900474237,1,11270.081891399994
2023-07-06,190.3666687,190.5750952,187.7763078,188.4114913,45094300,0.0025085475684158,181.68650512666667,182.4525704042516,68.82190720349298,4.0974202961345725,3.9030496331149087,184.88425980000002,193.27979284163328,176.48872675836677,1,11298.186476499994
2023-07-07,189.2451782,191.2202095,188.8085018,189.9696961,46778000,-0.0058912125093041,182.31904194999998,182.89080316526764,61.7043067029934,3.9243746682459175,3.9073146401411107,185.52241974,193.13235732454666,177.91248215545335,1,11232.018536999994
2023-07-10,187.1907806,188.5604015,185.632587,187.8358836,59922200,-0.0108557460725833,182.87383575,183.16822106428265,58.81516376176998,3.580191821686469,3.8418900764501824,185.921394345,192.95286343482127,178.88992525517875,-1,11110.809078599996
2023-07-11,186.6647491,187.8755702,185.19589,187.7366242,46638100,-0.0028101357252421,183.37305043,183.3938035181999,57.18299180885936,3.2277703627389087,3.719066133707928,186.27471541999998,192.64771910750542,179.90171173249453,-1,11110.809078599996
2023-07-12,188.3420563,190.2575265,187.0518353,188.252722,60750200,0.0089856665925789,183.84745381333332,183.71304563315474,63.19860414560986,3.04867525999947,3.584987958966237,186.57146605999998,192.7354681671601,180.40746395283986,-1,11110.809078599996
2023-07-13,189.1062469,189.751365,188.3519711,189.0665546,41342300,0.0040574612755781,184.28546599999999,184.06099410198348,58.96661834726135,2.9345769195626303,3.4549057510855157,186.9302452,192.78442950724212,181.07606089275788,-1,11110.809078599996
2023-07-14,189.2551422,189.7414455,188.2031207,188.7985969,41573900,0.0007873632015906,184.73009541333334,184.39610043088777,60.245347966559805,2.823618848627035,3.32864837059382,187.264710225,192.82602949542002,181.70339095457996,-1,11110.809078599996
2023-07-17,192.530304,192.8578226,190.3666998,190.4560189,50520200,0.0173055366524144,185.18994293,184.92088775792726,70.31693288314935,2.965774362866938,3.2560735690484437,187.66070861,193.5447418594317,181.7766753605683,-1,11110.809078599996
2023-07-18,192.2722626,192.8677539,190.9721222,191.8951322,48353800,-0.0013402638163392,185.6127385433333,185.39517000580292,64.9763370862942,3.0227672681789386,3.2094123088745428,188.09789428000002,193.98852622168593,182.2072623383141,-1,11110.809078599996
2023-07-19,193.631958,196.7383957,191.2003811,191.6470072,80507300,0.0070717189344604,186.12617950333333,185.9265756828479,65.30623887539053,3.1414380689996904,3.1958174608995726,188.598599235,194.5874287033683,182.6097697666317,-1,11110.809078599996
