Date,Close,High,Low,Open,Volume,Daily Return
2023-01-06,86.08000183,86.40000153,81.43000031,83.02999878,83303400,
2023-01-09,87.36000061,89.48000336,87.08000183,87.45999908,65266100,0.014869873986850912
2023-01-10,89.87000275,90.19000244,87.29000092,87.56999969,67756600,0.028731709277399986
2023-01-11,95.08999634,95.26000214,90.93000031,90.93000031,103126200,0.058083825862573546
2023-01-12,95.26999664,97.19000244,93.5,96.93000031,85254800,0.0018929467549499979
2023-01-13,98.12000275,98.37000275,94.12000275,94.18000031,85549400,0.02991504367077291
2023-01-17,96.05000305,98.88999939,95.73000336,98.68000031,72755000,-0.021096612739342713
2023-01-18,95.45999908,99.31999969,95.37999725,97.25,79570400,-0.0061426751823512316
2023-01-19,93.68000031,95.44000244,92.86000061,94.73999786,69002700,-0.018646540825003388
2023-01-20,97.25,97.34999847,93.19999695,93.86000061,67481500,0.03810845087730974
2023-01-23,97.51999664,97.77999878,95.86000061,97.55999756,76501100,0.002776315064267454
2023-01-24,96.31999969,98.08999634,96.0,96.93000031,66929500,-0.012305137318962878
2023-01-25,97.18000031,97.23999786,91.51999664,92.55999756,94261600,0.008928577894184553
2023-01-26,99.22000122,99.48999786,96.91999817,98.23999786,68523600,0.020991982954234212
2023-01-27,102.2399979,103.4899979,99.52999878,99.52999878,87775600,0.03043737797688384
2023-01-30,100.5500031,101.7399979,99.01000214,101.0899963,70691900,-0.016529683438109788
2023-01-31,103.1299973,103.3499985,101.1399994,101.1600037,66527300,0.02565881770718703
2023-02-01,105.1500015,106.2399979,101.2399979,102.5299988,80450100,0.019586970356683997
2023-02-02,112.9100037,114.0,108.8799973,110.25,158154200,0.0737993541540749
2023-02-03,103.3899994,108.7799988,102.5199966,105.2600021,144374800,-0.08431497642400676
2023-02-06,102.1800003,103.9499969,100.6500015,102.9300003,81945200,-0.011703250865866544
2023-02-07,102.1100006,102.4100037,98.08000183,101.1699982,119501300,-0.0006850626325550779
2023-02-08,100.0500031,102.6699982,98.77999878,102.0400009,75878300,-0.02017429720786823
2023-02-09,98.23999786,101.7799988,97.56999969,101.3199997,64622500,-0.018091006336010795
2023-02-10,97.61000061,98.81999969,96.23000336,97.55999756,52740100,-0.006412838596533743
2023-02-13,99.54000092,99.68000031,96.91000366,97.84999847,52841500,0.019772567338784297
2023-02-14,99.69999695,100.9199982,97.51999664,98.41000366,56202900,0.0016073541141374825
2023-02-15,101.1600037,101.1699982,98.44999695,99.08999634,47957600,0.014643999946481578
2023-02-16,98.15000153,100.6299973,98.09999847,99.20999908,56339200,-0.029754864174644235
2023-02-17,97.19999695,97.94000244,95.65000153,97.80000305,60029400,-0.009679109171583877
2023-02-21,94.58000183,95.61000061,94.26999664,95.33999634,56580400,-0.026954683150327008
2023-02-22,95.79000092,97.01000214,94.80000305,95.09999847,59534100,0.012793392541637694
2023-02-23,95.81999969,96.43000031,93.66999817,96.12000275,48467000,0.0003131722487930144
2023-02-24,93.5,94.13999939,92.31999969,93.52999878,57053800,-0.024212061130304163
2023-02-27,93.76000214,94.77999878,93.13999939,94.27999878,47470300,0.0027807715508021413
2023-02-28,94.23000336,94.69000244,92.91999817,93.13999939,43959300,0.005012811532344008
2023-03-01,92.16999817,94.68000031,91.58999634,93.87000275,52299500,-0.021861457248705363
2023-03-02,92.12999725,92.23000336,90.38999939,91.41000366,55509400,-0.0004339906780318481
2023-03-03,94.90000153,94.94000244,92.66000366,92.73999786,55759600,0.030066258142648516
2023-03-06,93.75,96.55000305,93.73999786,95.19000244,52112400,-0.01211803489419816
2023-03-07,93.55000305,95.08999634,92.77999878,94.05999756,49100700,-0.00213330079999996
2023-03-08,93.91999817,94.16999817,92.18000031,93.59999847,44899100,0.003955051928776987
2023-03-09,92.25,96.20999908,92.18000031,93.68000031,56218700,-0.017781071151398598
2023-03-10,90.73000336,93.56999969,90.25,92.66999817,69827500,-0.016476928346883524
2023-03-13,92.43000031,94.01999664,88.12000275,89.97000122,72397100,0.01873687740597485
2023-03-14,94.87999725,95.06999969,92.70999908,93.83000183,60912700,0.026506512298853036
2023-03-15,96.19999695,96.66999817,93.06999969,93.22000122,70731800,0.013912307528023193
2023-03-16,100.0400009,100.9899979,95.61000061,95.75,84446900,0.03991688224268697
2023-03-17,98.94999695,100.6600037,97.45999908,99.79000092,87300200,-0.010895681129487023
2023-03-20,97.70999908,98.48000336,95.69999695,98.41000366,62388900,-0.012531560467117342
2023-03-21,100.6100006,100.8499985,98.0,98.13999939,58597300,0.02967968014845268
2023-03-22,98.69999695,102.0999985,98.61000061,100.4499969,57475400,-0.018984232567433312
2023-03-23,98.70999908,101.0599976,97.62000275,100.4300003,57559300,0.00010133870627249131
2023-03-24,98.12999725,98.30000305,96.40000153,98.06999969,56095400,-0.005875816385429555
2023-03-27,98.04000092,99.33999634,97.08000183,99.06999969,46721300,-0.0009171133447678503
2023-03-28,97.23999786,98.44000244,96.29000092,98.11000061,38720100,-0.008159965855700002
2023-03-29,100.25,100.4199982,98.55999756,98.69000244,49783300,0.03095436246649874
2023-03-30,102.0,103.0400009,101.0100021,101.5500031,53633400,0.0174563591022443
2023-03-31,103.2900009,103.4899979,101.9499969,102.1600037,56750300,0.012647067647058696
2023-04-03,102.4100037,103.2900009,101.4300003,102.3000031,41135700,-0.008519674628059692
2023-04-04,103.9499969,104.1999969,102.1100006,102.75,48662500,0.015037527041901644
2023-04-05,101.0999985,103.9100037,100.75,103.9100037,45175400,-0.027417012842643085
2023-04-06,102.0599976,102.3799973,99.80000305,100.75,43808000,0.009495540200230579
2023-04-10,102.1699982,102.1999969,99.56999969,100.9599991,37261200,0.0010778032783336222
2023-04-11,99.91999817,101.0,99.01000214,100.8000031,60417800,-0.02202212067769216
2023-04-12,97.83000183,100.5100021,97.70999908,100.4000015,56735000,-0.02091669714048794
2023-04-13,102.4000015,102.5699997,98.70999908,98.94999695,67925100,0.04671368276105459
2023-04-14,102.5100021,103.1999969,101.1100006,102.0699997,51450500,0.0010742245936392614
2023-04-17,102.7399979,103.7300034,101.5899963,103.1600037,39919500,0.0022436425254936943
2023-04-18,102.3000031,104.1999969,101.5199966,103.9499969,39790500,-0.00428260472059061
2023-04-19,104.3000031,105.1200027,101.3899994,101.5800018,58398900,0.01955034153855273
2023-04-20,103.8099976,105.25,103.2099991,103.5299988,57696900,-0.004698039170048629
2023-04-21,106.9599991,108.1500015,105.0800018,106.0999985,86774200,0.03034391265605807
2023-04-24,106.2099991,109.2300034,105.0699997,107.6600037,69575600,-0.007011967149502363
2023-04-25,102.5699997,105.4499969,102.4499969,104.9100037,65026800,-0.03427172046741889
2023-04-26,104.9800034,106.6200027,104.0999985,105.0400009,73803800,0.02349618511308238
2023-04-27,109.8199997,110.8600006,106.8000031,108.1600037,149961200,0.046103983075313826
2023-04-28,105.4499969,109.4800034,104.3300018,107.7300034,130565000,-0.039792413148221795
2023-05-01,102.0500031,105.2300034,101.8199997,104.9499969,74728100,-0.032242711237101984
2023-05-02,103.6299973,103.9000015,101.1500015,101.4700012,73469400,0.015482549260206646
2023-05-03,103.6500015,105.9599991,103.2799988,103.7399979,65051900,0.0001930348405017046
2023-05-04,104.0,105.3899994,103.3099976,104.0400009,45345500,0.0033767341527728423
2023-05-05,105.6600037,105.7600021,103.5500031,104.2699966,56912900,0.015961574038461546
2023-05-08,105.8300018,106.0999985,104.6999969,105.0400009,49430900,0.001608916279074446
2023-05-09,106.6200027,106.7900009,105.1600037,105.4800034,44089400,0.0074648104182495345
2023-05-10,110.1900024,110.6699982,108.0500031,108.0999985,78627600,0.03348339532540634
2023-05-11,112.1800003,113.2799988,110.4899979,111.0299988,74924800,0.018059695586321256
2023-05-12,110.2600021,112.6399994,109.3199997,112.1600037,49810100,-0.01711533423841516
2023-05-15,111.1999969,112.2900009,109.25,111.1500015,53011100,0.00852525650369107
2023-05-16,113.4000015,114.7900009,111.0500031,111.0500031,71472900,0.019784214580315318
2023-05-17,115.5,115.8300018,114.2200012,114.8899994,65655200,0.01851850504605146
2023-05-18,118.1500015,118.5999985,116.3399963,116.6900024,73174100,0.022943735930735842
2023-05-19,116.25,118.3099976,115.6999969,118.1600037,54990200,-0.01608126513650532
2023-05-22,115.0100021,116.7699966,114.25,116.7699966,70741100,-0.010666648602150608
2023-05-23,114.9899979,117.1399994,113.7799988,114.2699966,67576300,-0.00017393443730739921
2023-05-24,116.75,117.3399963,115.0199966,115.3499985,63487900,0.015305697296651433
2023-05-25,115.0,116.8700027,114.3099976,116.6299973,66496700,-0.01498929336188437
2023-05-26,120.1100006,121.5,116.0199966,116.0400009,96779900,0.04443478782608712
2023-05-30,121.6600037,122.9199982,119.8600006,122.3700027,64314800,0.012904862977745957
2023-05-31,120.5800018,122.0400009,119.1699982,121.4499969,72800800,-0.008877214097931185
2023-06-01,122.7699966,123.4899979,119.9300003,120.6900024,54375100,0.018162172560193035
2023-06-02,124.25,126.3899994,124.0199966,124.9199982,61215000,0.012055090339556207
2023-06-05,125.3000031,125.8000031,123.0299988,123.3600006,47950100,0.008450729175050187
2023-06-06,126.6100006,127.4000015,125.0,125.0699997,45695200,0.010454888009496122
2023-06-07,121.2300034,127.3700027,120.6299973,127.0100021,95663300,-0.042492671783464164
2023-06-08,124.25,125.6299973,122.2600021,123.0100021,62159300,0.024911296834954966
2023-06-09,123.4300003,125.8000031,123.1900024,124.0800018,51330000,-0.006599595171026151
2023-06-12,126.5699997,126.7799988,123.5299988,124.0199966,51338000,0.025439515453035133
2023-06-13,126.6600037,128.4100037,125.1800003,128.1199951,50564800,0.0007111005784414814
2023-06-14,126.4199982,126.9499969,124.1200027,126.6999969,52422500,-0.0018948799383305959
2023-06-15,127.1100006,127.6900024,124.3199997,125.2099991,60458500,0.005458016214400008
2023-06-16,125.4899979,127.9000015,125.3000031,127.7099991,84188100,-0.012744887832216723
2023-06-20,125.7799988,127.25,124.5,124.9700012,56930100,0.002310948321403883
2023-06-21,124.8300018,126.7300034,123.8499985,125.6399994,52137700,-0.00755284631152342
2023-06-22,130.1499939,130.3300018,125.1399994,125.3099976,90354600,0.042617896525577015
2023-06-23,129.3300018,130.8399963,128.2799988,129.1100006,71855200,-0.006300362185418518
2023-06-26,127.3300018,131.4900055,127.0999985,129.3300018,59989300,-0.015464315875390211
2023-06-27,129.1799927,130.0899963,127.5500031,128.6300049,46801000,0.014529104483213873
2023-06-28,129.0399933,131.4799957,128.4400024,128.9400024,52149500,-0.0010837545123968395
2023-06-29,127.9000015,129.2599945,127.2600021,128.7700043,40761000,-0.0088344068443158
2023-06-30,130.3600006,131.25,128.9499969,129.4700012,54310500,0.01923376912548358
2023-07-03,130.2200012,131.8500061,130.0700073,130.8200073,28264800,-0.0010739444565481815
2023-07-05,130.3800049,131.3999939,129.6399994,130.2400055,35895400,0.0012287183115151645
2023-07-06,128.3600006,128.7299957,127.3700027,128.25,40639900,-0.015493206197908171
2023-07-07,129.7799988,130.9700012,128.1300049,128.5899963,41928700,0.011062622260536115
2023-07-10,127.1299973,129.2799988,125.9199982,129.0700073,61889300,-0.020419182651433276
2023-07-11,128.7799988,129.7700043,127.3499985,127.75,49951500,0.012978852631502225
2023-07-12,130.8000031,131.2599945,128.8300018,130.3099976,54022800,0.01568569901244632
2023-07-13,134.3000031,134.6699982,132.7100067,134.0399933,61170900,0.026758409151750318
2023-07-14,134.6799927,136.6499939,134.0599976,134.0599976,54388100,0.002829408720989246
2023-07-17,133.5599976,135.6199951,133.2100067,134.5599976,48450200,-0.008315972384218995
2023-07-18,132.8300018,133.8600006,131.3500061,132.7100067,54969100,-0.005465676947571385
2023-07-19,135.3600006,135.9900055,132.5299988,133.3899994,54531000,0.019046892763047607
2023-07-20,129.9600067,134.7899933,129.3300018,134.0700073,59820600,-0.039893571779431536
2023-07-21,130.0,131.3699951,128.4199982,131.3399963,133265000,0.00030773544119866436
2023-07-24,128.8000031,131.6600037,128.3500061,130.3099976,45591100,-0.009230745384615435
2023-07-25,129.1300049,129.5800018,128.5299988,129.3099976,39236700,0.002562125714731467
2023-07-26,128.1499939,129.0800018,126.1100006,126.5100021,53910100,-0.007589336039744765
2023-07-27,128.25,132.6300049,127.7900009,131.0,52610700,0.0007803831818988805
2023-07-28,132.2100067,133.0099945,129.3300018,129.6900024,46317400,0.03087724522417168
2023-07-31,133.6799927,133.8699951,132.3800049,133.1999969,41901500,0.011118568379892668
2023-08-01,131.6900024,133.6900024,131.6199951,133.5500031,42098500,-0.014886223882925265
2023-08-02,128.2100067,130.2299957,126.8199997,130.1499939,51027600,-0.026425663577936076
2023-08-03,128.9100037,129.8399963,126.4100037,127.4800034,88585200,0.005459768843456336
2023-08-04,139.5700073,143.6300049,139.3200073,141.0599976,152938700,0.08269337750395223
2023-08-07,142.2200012,142.5399933,138.9499969,140.9900055,71213100,0.01898684360103231
2023-08-08,139.9400024,140.8399963,138.4199982,140.6199951,51710500,-0.01603149191929565
2023-08-09,137.8500061,140.3200073,137.1000061,139.9700012,50017300,-0.014934945434872948
2023-08-10,138.5599976,140.4100037,137.4900055,139.0700073,58928400,0.005150464044846981
2023-08-11,138.4100037,139.3300018,137.0,137.3999939,42832100,-0.0010825195048934644
2023-08-14,140.5700073,140.5899963,137.75,138.3000031,47148700,0.015605834421345222
2023-08-15,137.6699982,141.2799988,137.2299957,140.0500031,42781500,-0.020630354623307867
2023-08-16,135.0700073,137.2700043,135.0099945,137.1900024,41675900,-0.018885675412175784
2023-08-17,133.9799957,136.0899963,133.5299988,135.4600067,48354100,-0.008069975132073526
2023-08-18,133.2200012,134.0700073,131.1499939,131.6199951,48469400,-0.005672447562259264
2023-08-21,134.6799927,135.1900024,132.7100067,133.7400055,41442500,0.010959251515154644
2023-08-22,134.25,135.6499939,133.7299957,135.0800018,32935100,-0.003192699163251489
2023-08-23,135.5200043,135.9499969,133.2200012,134.5,42801000,0.009459994785847359
2023-08-24,131.8399963,136.7799988,131.8300018,136.3999939,43646300,-0.027154721688567807
2023-08-25,133.2599945,133.8699951,130.5800018,132.4700012,44147500,0.010770617717318576
2023-08-28,133.1399994,133.9499969,131.8500061,133.7799988,34108400,-0.0009004585393406206
2023-08-29,134.9100037,135.1399994,133.25,133.3800049,38646100,0.013294309057958476
2023-08-30,135.0700073,135.6799927,133.9199982,134.9299927,36137000,0.0011860024876715336
2023-08-31,138.0099945,138.7899933,135.0,135.0599976,58781300,0.021766395506813696
2023-09-01,138.1199951,139.9600067,136.8800049,139.4600067,40948300,0.000797048071761175
2023-09-05,137.2700043,137.8000031,135.8200073,137.7299957,40636700,-0.006154002535147751
2023-09-06,135.3600006,137.4499969,134.6100006,136.3200073,41785500,-0.013914210243818004
