Date,Close,High,Low,Open,Volume,Daily Return
2023-01-04,309.4100036621094,311.1400146484375,295.510009765625,298.239990234375,9345100,
2023-01-05,309.70001220703125,314.17999267578125,304.54998779296875,307.0,8328400,0.0009372953087791736
2023-01-06,315.54998779296875,316.7699890136719,303.69000244140625,311.57000732421875,8959800,0.018889168083167096
2023-01-09,315.1700134277344,321.70001220703125,313.2200012207031,316.8299865722656,6766600,-0.001204165361855969
2023-01-10,327.5400085449219,329.3500061035156,311.07000732421875,311.07000732421875,13072300,0.03924864228881919
2023-01-11,327.260009765625,328.8800048828125,321.3500061035156,326.5,9579700,-0.0008548536728101297
2023-01-12,330.1300048828125,332.95001220703125,323.1400146484375,332.5,10856200,0.008769770309678071
2023-01-13,332.82000732421875,336.6499938964844,328.8900146484375,329.9700012207031,8286800,0.008148312487867182
2023-01-17,326.2200012207031,332.5,323.6000061035156,331.0799865722656,9247000,-0.019830556932492915
2023-01-18,326.3299865722656,330.0799865722656,321.25,326.75,7814100,0.0003371508526484046
2023-01-19,315.7799987792969,324.8900146484375,313.3900146484375,322.57000732421875,18008200,-0.03232920119840854
2023-01-20,342.5,344.0,332.6300048828125,336.7900085449219,28430300,0.08461587600226106
2023-01-23,357.4200134277344,362.25,340.6300048828125,341.7200012207031,15646900,0.043562083000684204
2023-01-24,363.8299865722656,365.6499938964844,355.1400146484375,357.5299987792969,11796500,0.017934007340714375
2023-01-25,367.9599914550781,368.8999938964844,358.5,360.5700073242188,7766900,0.011351469189558427
2023-01-26,364.8699951171875,369.0199890136719,361.7000122070313,368.7699890136719,8256800,-0.008397642161234398
2023-01-27,360.7699890136719,365.9200134277344,360.5899963378906,363.2000122070313,6703500,-0.011236895766665644
2023-01-30,353.1099853515625,360.9500122070313,352.8599853515625,358.44000244140625,5127600,-0.02123237490749008
2023-01-31,353.8599853515625,355.95001220703125,348.7099914550781,349.9800109863281,5660700,0.0021239841157516537
2023-02-01,361.989990234375,365.3900146484375,349.9100036621094,353.8599853515625,8005200,0.022975202677226303
2023-02-02,366.8900146484375,368.3200073242188,358.42999267578125,365.1600036621094,7857000,0.013536353341952578
2023-02-03,365.8999938964844,379.4299926757813,359.0,359.0799865722656,9402000,-0.0026984129096612186
2023-02-06,361.4800109863281,368.4500122070313,360.6799926757813,363.6400146484375,4994900,-0.012079756720101753
2023-02-07,362.9500122070313,364.1799926757813,354.17999267578125,358.510009765625,6289400,0.004066618280474721
2023-02-08,366.8299865722656,368.1900024414063,358.3099975585937,360.0199890136719,6253200,0.010690106721972237
2023-02-09,362.5,373.8299865722656,361.739990234375,372.4100036621094,6901100,-0.01180379666538689
2023-02-10,347.3599853515625,362.1400146484375,347.1400146484375,359.1600036621094,7291100,-0.041765557650862095
2023-02-13,358.57000732421875,359.70001220703125,344.25,349.5,7134400,0.03227205908968078
2023-02-14,359.9599914550781,363.75,353.3999938964844,357.54998779296875,4624800,0.003876465132240048
2023-02-15,361.4200134277344,362.8800048828125,354.239990234375,356.6300048828125,3966000,0.004056067361137394
2023-02-16,350.7099914550781,361.5,350.3099975585937,355.0,5215700,-0.02963317352318595
2023-02-17,347.9599914550781,349.0,342.44000244140625,347.9100036621094,5294700,-0.007841236540169216
2023-02-21,337.5,344.1300048828125,336.4200134277344,342.8500061035156,5710300,-0.0300609027242964
2023-02-22,334.8800048828125,341.9100036621094,332.82000732421875,337.5,4546200,-0.007762948495370403
